round,test_acc,test_loss,norm,scenario
1,0.100019778481013,2.7340964995356,GN,fedgkt noniid unbalanced
2,0.124116561181435,2.65931562250677,GN,fedgkt noniid unbalanced
3,0.110848496835443,2.63666679748503,GN,fedgkt noniid unbalanced
4,0.121215717299578,2.77179140310247,GN,fedgkt noniid unbalanced
5,0.131068697257384,3.12086461616468,GN,fedgkt noniid unbalanced
6,0.142329245780591,2.41774327996411,GN,fedgkt noniid unbalanced
7,0.161191323839662,2.35579905610547,GN,fedgkt noniid unbalanced
8,0.188129614978903,2.753251188918,GN,fedgkt noniid unbalanced
9,0.141983122362869,2.4430479716651,GN,fedgkt noniid unbalanced
10,0.163320806962025,2.39829390204908,GN,fedgkt noniid unbalanced
11,0.159529931434599,2.51992145892437,GN,fedgkt noniid unbalanced
12,0.209678270042194,2.52965787920771,GN,fedgkt noniid unbalanced
13,0.194119198312236,2.33000456874381,GN,fedgkt noniid unbalanced
14,0.195536656118143,2.19063658196212,GN,fedgkt noniid unbalanced
15,0.233580564345992,2.22562603704034,GN,fedgkt noniid unbalanced
16,0.239247099156118,2.41711643994609,GN,fedgkt noniid unbalanced
17,0.21237473628692,2.08988376378007,GN,fedgkt noniid unbalanced
18,0.214659150843882,2.41053463260836,GN,fedgkt noniid unbalanced
19,0.24364121835443,2.19130288956035,GN,fedgkt noniid unbalanced
20,0.237269251054852,2.17065658076403,GN,fedgkt noniid unbalanced
21,0.238861418776371,2.30952947637703,GN,fedgkt noniid unbalanced
22,0.23553204113924,2.21868880051601,GN,fedgkt noniid unbalanced
23,0.250121967299578,2.26304819468204,GN,fedgkt noniid unbalanced
24,0.239415216244726,2.23050437567103,GN,fedgkt noniid unbalanced
25,0.24442246835443,2.116586013635,GN,fedgkt noniid unbalanced
26,0.263802083333333,2.02485011167164,GN,fedgkt noniid unbalanced
27,0.265740374472574,2.28579250609321,GN,fedgkt noniid unbalanced
28,0.257120253164557,2.27571795912232,GN,fedgkt noniid unbalanced
29,0.260060654008439,2.32548479339744,GN,fedgkt noniid unbalanced
30,0.277314082278481,2.17496715361559,GN,fedgkt noniid unbalanced
31,0.26568763185654,2.18652094607615,GN,fedgkt noniid unbalanced
32,0.29867154535865,2.06315722717012,GN,fedgkt noniid unbalanced
33,0.29518723628692,2.09134279454308,GN,fedgkt noniid unbalanced
34,0.278754614978903,2.31906448004115,GN,fedgkt noniid unbalanced
35,0.295899261603376,2.07006380633463,GN,fedgkt noniid unbalanced
36,0.262717563291139,2.21998730827484,GN,fedgkt noniid unbalanced
37,0.300148338607595,2.22789321534241,GN,fedgkt noniid unbalanced
38,0.302353639240506,2.14050954967611,GN,fedgkt noniid unbalanced
39,0.311527558016878,2.18027861696758,GN,fedgkt noniid unbalanced
40,0.28209388185654,2.23865909350069,GN,fedgkt noniid unbalanced
41,0.28707805907173,2.38407825045445,GN,fedgkt noniid unbalanced
42,0.285710047468354,2.40458888771162,GN,fedgkt noniid unbalanced
43,0.310472705696202,2.02057819653161,GN,fedgkt noniid unbalanced
44,0.294910337552743,2.10395680600581,GN,fedgkt noniid unbalanced
45,0.281919171940928,2.35500278301883,GN,fedgkt noniid unbalanced
46,0.304229298523207,2.16555035536802,GN,fedgkt noniid unbalanced
47,0.31220332278481,2.11245074986405,GN,fedgkt noniid unbalanced
48,0.306447784810127,2.15299834611547,GN,fedgkt noniid unbalanced
49,0.320114715189873,2.05089327906757,GN,fedgkt noniid unbalanced
50,0.312239583333333,1.9868976705688,GN,fedgkt noniid unbalanced
