Epochs,Train Loss,Train accuracy
0,1.451256807847553,0.0
1,1.451256807847553,0.0
2,1.451256807847553,0.0
3,1.451256807847553,0.0
4,1.451256807847553,0.0
5,1.451256807847553,0.0
6,1.451256807847553,0.0
7,1.451256807847553,1.0
8,1.451256807847553,0.0
9,1.451256807847553,1.0
10,1.451256807847553,0.0
11,1.451256807847553,0.0
12,1.451256807847553,1.0
13,1.451256807847553,0.0
14,1.451256807847553,0.0
15,1.451256807847553,0.0
16,1.451256807847553,0.0
17,1.451256807847553,0.9855999999999999
18,1.451256807847553,0.0
19,1.451256807847553,0.0
20,1.451256807847553,0.0004
21,1.451256807847553,0.0
22,1.451256807847553,0.9808000000000001
23,1.451256807847553,0.0
24,1.451256807847553,0.002
25,1.451256807847553,0.0
26,1.451256807847553,0.0
27,1.451256807847553,0.0
28,1.451256807847553,0.0
29,1.451256807847553,0.0
30,1.451256807847553,0.3510000000000002
31,1.451256807847553,0.9743999999999998
32,1.451256807847553,1.0
33,1.451256807847553,0.0
34,1.451256807847553,0.0
35,1.451256807847553,0.0
36,1.451256807847553,0.0
37,1.451256807847553,0.0
38,1.451256807847553,0.0
39,1.451256807847553,0.9819999999999997
40,1.451256807847553,0.0
41,1.451256807847553,0.0
42,1.451256807847553,0.0
43,1.451256807847553,0.0
44,1.451256807847553,1.0
45,1.451256807847553,0.9806
46,1.451256807847553,0.0
47,1.451256807847553,0.9994000000000001
48,1.451256807847553,0.0
49,1.451256807847553,0.0
50,1.451256807847553,0.8876000000000001
51,1.451256807847553,0.9805999999999999
52,1.451256807847553,0.0
53,1.451256807847553,0.0
54,1.451256807847553,0.0
55,1.451256807847553,0.0
56,1.451256807847553,0.0
57,1.451256807847553,0.0
58,1.451256807847553,0.0
59,1.451256807847553,0.0
60,1.451256807847553,0.0
61,1.451256807847553,0.0
62,1.451256807847553,0.05959999999999998
63,1.451256807847553,0.0
64,1.451256807847553,0.0
65,1.451256807847553,1.0
66,1.451256807847553,0.0
67,1.451256807847553,0.0
68,1.451256807847553,0.7743999999999999
69,1.451256807847553,0.0
70,1.451256807847553,0.0
71,1.451256807847553,0.0
72,1.451256807847553,1.0
73,1.451256807847553,0.9138000000000001
74,1.451256807847553,0.013800000000000008
75,1.451256807847553,0.9613999999999995
76,1.451256807847553,0.7709999999999997
77,1.451256807847553,0.0
78,1.451256807847553,0.09159999999999995
79,1.451256807847553,0.0
80,1.451256807847553,1.0
81,1.451256807847553,0.04300000000000002
82,1.451256807847553,0.42120000000000035
83,1.451256807847553,0.0
84,1.451256807847553,0.0
85,1.451256807847553,0.0
86,1.451256807847553,0.9998
87,1.451256807847553,0.0
88,1.451256807847553,0.0
89,1.451256807847553,0.0
90,1.451256807847553,0.0
91,1.451256807847553,0.0
92,1.451256807847553,0.17319999999999997
93,1.451256807847553,0.0
94,1.451256807847553,0.0
95,1.451256807847553,0.5354000000000001
96,1.451256807847553,0.19619999999999993
97,1.451256807847553,0.0
98,1.451256807847553,0.0
99,1.451256807847553,0.8027999999999998
